fecha;area;linea;pn;hora_paro;hora_arranque;diferencia_minutos;categoria;estacion;modo_falla;descripcion_modo_falla;descripcion,,,,,,
2025-09-18;COVER LINE;Line 2;FORD;20:25;20:30;5;Equipment Fault;Lip seal;ST74;Actuator;falla de vacío
2025-09-18;COVER LINE;Line 2;FORD;21:00;22:15;75;Equipment Fault;ST30 Molding;Injection system;Actuator;
2025-09-18;COVER LINE;Line 2;FORD;22:45;23:59;74;Equipment Fault;OMT;General;TBD;se cierra la app
2025-09-19;COVER LINE;Line 2;FORD;00:00;02:00;120;Production;TBD;General;TBD;falta de empaque para las piezas de cover que salen al buffel
2025-09-19;REA;Actuadores;3140CA029;15:00;18:41;221;Equipment Fault;CAW;Jig/Index;Blade orienter actuator;Falla orietador blade
2025-09-19;REA;Actuadores;3140CA029;18:42;20:56;134;Quality;REA;General;SOP;Liberacion calidad por PC reiniciada y muchas horas en paro
2025-09-19;REA;Actuadores;3140CA029;10:30;10:35;5;Equipment Fault;REA;General;Checklist;Checklist
2025-09-19;REA;Actuadores;3140CA029;10:41;10:45;4;Equipment Fault;620;620;Alphamatic Module;Ajuste en prensa
2025-09-19;REA;Actuadores;3140CA029;11:17;11:22;5;Equipment Fault;Main conveyor;Main conveyor;;Sensor no detecta pallet
2025-09-19;REA;Actuadores;3140CA029;11:36;11:40;4;Equipment Fault;Main conveyor;Main conveyor;Lock NOK;Pallet atorado
2025-09-19;REA;Actuadores;3140CA029;11:44;11:48;4;Equipment Fault;CHW;St2;SCARA Pick/Place;Time out st 2
2025-09-20;REA;Actuadores;3140CA029;00:20;00:25;5;Equipment Fault;Main conveyor;Main conveyor;Inductive sensor;Pallet atorado
2025-09-20;REA;Actuadores;3140CA029;00:30;00:34;4;Equipment Fault;730;730;Bowl/Lineal feeder;Colisiona al bajar por pin
2025-09-20;REA;Actuadores;3140CA029;00:39;00:44;5;Equipment Fault;Main conveyor;Main conveyor;Inductive sensor;Pallet atorado
2025-09-20;REA;Actuadores;3140CA029;02:20;02:25;5;Equipment Fault;Main conveyor;Main conveyor;Inductive sensor;Pallet atorados
2025-09-20;REA;Actuadores;3140CA029;02:40;02:44;4;Equipment Fault;CHW;St2;SCARA Pick/Place;time out st 2
2025-09-20;REA;Actuadores;3140CA029;02:52;02:57;5;Equipment Fault;730;730;Bowl/Lineal feeder;colision al bajar por pin
2025-09-20;REA;Actuadores;3140CA029;03:15;03:21;6;Equipment Fault;EOL;St4;CRIO NOK;Se reinicia crio
2025-09-20;REA;Actuadores;3140CA029;03:32;03:35;3;Equipment Fault;Main conveyor;Main conveyor;Inductive sensor;Pallet atorado
2025-09-20;REA;Actuadores;3140CA029;05:33;05:38;5;Equipment Fault;USW;St14;Lower Jig;Limpieza de jig
2025-09-20;REA;Actuadores;3140CA029;06:23;06:26;3;Equipment Fault;730;730;Alphamatic Module;No continua ciclo, se reinicai de hmi
2025-09-20;REA;Actuadores;3140CA029;07:10;07:12;2;Equipment Fault;Robots;R80;Gripper/tool adjustments;gripper 1 no abre al dejar pieza en st974.
2025-09-20;REA;Actuadores;3140CA029;07:19;07:20;1;Equipment Fault;731;731;Feed piston;refresh
2025-09-20;REA;Actuadores;3140CA029;07:26;07:27;1;Equipment Fault;Robots;R80;Gripper/tool adjustments;gripper no abre al dejar pieza en st974
2025-09-20;REA;Actuadores;3140CA029;07:34;07:36;2;Production;Conveyors;C31;Presence sensor;riel lleno de blister
2025-09-20;REA;Actuadores;3140CA029;08:30;08:31;1;Maintenance;CHW;Consumables;Argon;cambio de argon
2025-09-20;REA;Actuadores;3140CA029;08:45;08:46;1;Equipment Fault;Robots;R80;Gripper/tool adjustments;gripper 1 no abre al dejar pieza en st974.
2025-09-20;REA;Actuadores;3140CA029;09:38;09:40;2;Equipment Fault;730;730;Presence sensor;prensa 730 no termina ciclo se queda abajo
2025-09-20;REA;Actuadores;3140CA029;11:32;11:34;2;Equipment Fault;730;730;Feed piston;no coloca pin se alarma
2025-09-20;REA;Actuadores;3140CA029;12:08;12:10;2;Equipment Fault;Main conveyor;Main conveyor;Lock NOK;pallet atorado en es 620
2025-09-20;REA;Actuadores;3140CA029;12:45;13:00;15;Maintenance;REA;General;Checklist;checklist
2025-09-20;REA;Actuadores;3140CA029;16:37;16:38;1;Equipment Fault;730;730;Feed piston;colision por pin inclinado
2025-09-20;REA;Actuadores;3140CA029;16:55;16:58;3;Equipment Fault;915;915;Dart sensor;ogiva caida
2025-09-20;REA;Actuadores;3140CA029;17:33;17:37;4;Maintenance;CHW;Consumables;Chip reel;cambio de chip
2025-09-19;COVER LINE;Line 2;FORD;07:00;08:00;60;Maintenance;ST30 Molding;General;TBD;arranque
2025-09-19;COVER LINE;Line 2;FORD;09:50;10:20;30;Production;TBD;General;TBD;simulacro de evacuación de la nave
2025-09-19;COVER LINE;Line 2;FORD;09:43;09:48;5;Equipment Fault;ST30 Molding;General;TBD;falla de cierre de molde
2025-09-19;COVER LINE;Line 2;FORD;10:33;10:40;7;Equipment Fault;Robots;R20;Motion supervision/Joint collision;pallet atorado en conveyo por colada
2025-09-19;COVER LINE;Line 2;FORD;10:58;11:00;2;Equipment Fault;OMT;ST4;Profilometer;falla de señal
2025-09-19;COVER LINE;Line 2;FORD;11:01;11:05;4;Equipment Fault;Main conveyor;General;TBD;falla de centering st70
2025-09-19;COVER LINE;Line 2;FORD;11:08;11:50;42;Equipment Fault;Robots;R120;Gripper/tool adjustments;falla de señal en gripper
2025-09-19;COVER LINE;Line 2;FORD;11:52;14:02;130;Equipment Fault;OMT;ST4;Profilometer;
2025-09-19;COVER LINE;Line 2;FORD;12:06;12:07;1;Equipment Fault;Robots;R72;Gripper/tool adjustments;falla de gripper
2025-09-19;COVER LINE;Line 2;FORD;12:11;12:12;1;Equipment Fault;Retainer;ST76;Bowl/lineal feeder;eteiner atorado en bowl
2025-09-19;COVER LINE;Line 2;FORD;12:15;12:19;4;Equipment Fault;Main conveyor;General;TBD;pallet atorado en st63
2025-09-19;COVER LINE;Line 2;FORD;12:35;12:40;5;Equipment Fault;ST30 Molding;Camera;Inspection Tools Adjustments;terminal con tiro corto
2025-09-19;COVER LINE;Line 2;FORD;13:04;13:05;1;Equipment Fault;Main conveyor;General;TBD;falla de centering st70
2025-09-19;COVER LINE;Line 2;FORD;13:10;13:13;3;Equipment Fault;Terminal caps;ST94;Bowl/lineal feeder;fork atordo en bowl
2025-09-19;COVER LINE;Line 2;FORD;13:27;13:28;1;Equipment Fault;Lip seal;ST74;Actuator;falla de vacío
2025-09-19;COVER LINE;Line 2;FORD;14:47;14:48;1;Equipment Fault;Terminal caps;ST94;Actuator;fork no llega a posición
2025-09-19;COVER LINE;Line 2;FORD;15:08;15:12;4;Equipment Fault;Main conveyor;General;TBD;ajuste de riel en conveyo
2025-09-19;COVER LINE;Line 2;FORD;15:51;15:54;3;Equipment Fault;TBD;General;TBD;caja de scrap llena
2025-09-19;COVER LINE;Line 2;FORD;16:05;16:06;1;Equipment Fault;Lip seal;ST74;Actuator;falla de vacío
2025-09-19;COVER LINE;Line 2;FORD;16:34;16:44;10;Equipment Fault;Robots;R20;Motion supervision/Joint collision;colició con pallet st61
2025-09-19;COVER LINE;Line 2;FORD;17:15;17:17;2;Equipment Fault;Terminal caps;ST95;Turntable;
2025-09-19;COVER LINE;Line 2;FORD;17:30;18:50;80;Equipment Fault;Terminal caps;ST94;Bowl/lineal feeder;fork atorado acumulado en turno
2025-09-19;COVER LINE;Line 2;FORD;19:15;19:30;15;Equipment Fault;Terminal caps;ST94;Gripper;gripper no detecta fork cuando cierra
2025-09-19;COVER LINE;Line 2;FORD;20:10;20:18;8;Equipment Fault;ST30 Molding;Injection system;Actuator;
2025-09-19;COVER LINE;Line 2;FORD;21:00;21:25;25;Equipment Fault;OMT;ST4;Profilometer;falla de st4
2025-09-20;COVER LINE;Line 2;FORD;00:10;00:50;40;Equipment Fault;OMT;General;TBD;tiempo exedido en la revisión de st4 por terminal hacia un lado
2025-09-22;COVER LINE;Line 2;FORD;07:00;07:30;30;Maintenance;TBD;General;TBD;inicio de RW
2025-09-22;COVER LINE;Line 2;FORD;08:03;08:13;10;Equipment Fault;Main conveyor;General;PLC ;falla de centering st70
2025-09-22;COVER LINE;Line 2;FORD;08:15;08:20;5;Equipment Fault;Main conveyor;General;TBD;falla de centering st80
2025-09-22;COVER LINE;Line 2;FORD;08:30;08:35;5;Maintenance;Main conveyor;General;TBD;ajute de riel en conveyo st70
2025-09-22;COVER LINE;Line 2;FORD;09:34;09:36;2;Equipment Fault;Retainer;ST76;Bowl/lineal feeder;reteiner atorado en bowl
2025-09-22;COVER LINE;Line 2;FORD;10:05;10:07;2;Equipment Fault;Terminal caps;ST94;Gripper;falla de gripper
2025-09-22;COVER LINE;Line 2;FORD;10:27;10:28;1;Equipment Fault;Terminal caps;ST94;Bowl/lineal feeder;fork atorado en riel
2025-09-22;COVER LINE;Line 2;FORD;12:20;12:50;30;Maintenance;TBD;General;TBD;fin de RW inicio de producción
2025-09-22;COVER LINE;Line 2;FORD;13:22;13:23;1;Equipment Fault;OMT;ST4;Profilometer;
2025-09-22;COVER LINE;Line 2;FORD;13:51;13:52;1;Equipment Fault;Terminal caps;ST94;Bowl/lineal feeder;fork atorado en bowl
2025-09-22;REA;Actuadores;3140CA028;15:00;15:10;10;Equipment Fault;EOL;St6;Laser module/Samlight;Cambio de reseta SAMLIGHT
2025-09-22;REA;Actuadores;3140CA028;15:20;15:30;10;Equipment Fault;CHW;St4;Pressor;Ajuste de pressor por mala soldadura
2025-09-22;REA;Actuadores;3140CA028;15:40;16:00;20;Equipment Fault;MAT;St4;CRIO App;No funciona CRIO se hace reset a PC
2025-09-22;REA;Actuadores;3140CA028;16:10;16:25;15;Quality;REA;General;Change Over;Pase de master, debido a eso se tiene que reiniciar CAW y se batalla para que arranque debido al bug
2025-09-22;REA;Actuadores;3140CA028;19:00;20:30;90;Quality;REA;General;Change Over;Cambio de PPAP Stellantis 042 a Stellantis 028
2025-09-22;REA;Actuadores;3140CA028;20:40;20:45;5;Maintenance;MAT;St6;Grease sensor;Falla sensor y no pone bien grasa, se purga y queda ok
2025-09-22;REA;Actuadores;3140CA028;20:59;21:04;5;Quality;CCC;General;Scrapbox full;Scrapbox full
2025-09-22;REA;Actuadores;3140CA028;21:10;21:12;2;Maintenance;730;730;Tool ;Herramienta choca contra pin chueco
2025-09-22;REA;Actuadores;3140CA028;21:20;21:25;5;Equipment Fault;Robots;R70;Vacuum system;Vacuum off
2025-09-22;REA;Actuadores;3140CA028;21:30;21:32;2;Equipment Fault;620;620;Tool ;Se alarma por fuerza fuera de rango
2025-09-22;REA;Actuadores;3140CA028;21:58;22:00;2;Equipment Fault;Aux;805;Pneumatic System;No baja gear completamente
2025-09-22;REA;Actuadores;3140CA028;22:02;22:07;5;Maintenance;EOL;St4;CRIO NOK;Reset CRIO
2025-09-22;REA;Actuadores;3140CA029;22:30;23:59;90;Equipment Fault;CAW;Jig/Index;Blade orienter actuator;Fallo de blade orienter en pos 2 y 3, se revisa y  se ajusta posicion de mesa y sistema de vision, ya que el mismo paro genera movimiento en la mesa  [Paro cruza medianoche - Parte 1]
2025-09-22;REA;Actuadores;3140CA029;00:00;00:07;7;Equipment Fault;CAW;Jig/Index;Blade orienter actuator;Fallo de blade orienter en pos 2 y 3, se revisa y  se ajusta posicion de mesa y sistema de vision, ya que el mismo paro genera movimiento en la mesa  [Paro cruza medianoche - Parte 2]
2025-09-23;REA;Actuadores;3140CA029;01:39;02:38;59;Equipment Fault;USW;SCARA;Gripper/Tool;Gripper danado, se pone repuesto temporal
2025-09-23;REA;Actuadores;3140CA029;03:02;03:05;3;Equipment Fault;Robots;R80;Gripper/tool adjustments;Gripper no abre al tirar scrap
2025-09-23;REA;Actuadores;3140CA029;03:15;03:18;3;Equipment Fault;Main conveyor;Main conveyor;Inductive sensor;Pallet atorado
2025-09-23;REA;Actuadores;3140CA029;03:28;03:35;7;Equipment Fault;Main conveyor;Main conveyor;RFID Reader;Se ajusta rfid por paros constante en st 730
2025-09-23;REA;Actuadores;3140CA029;04:33;04:45;12;Equipment Fault;USW;St14;;Se revisa goma y se detecta que cover trae flash y por eso scrapea, tambien se revisa esponja de branson para verificar que este en beun estado
2025-09-23;REA;Actuadores;3140CA029;05:25;05:35;10;Equipment Fault;MAT;St6;Dispensation system;SE alarmaba driver del dispensador
2025-09-23;REA;Actuadores;3140CA029;05:30;05:39;9;Equipment Fault;EOL;St2;Gripper NOK;Overload
2025-09-23;REA;Actuadores;3140CA029;05:49;05:54;5;Equipment Fault;EOL;St4;CRIO NOK;Se reinicia crio
2025-09-23;REA;Actuadores;3140CA028;06:41;06:52;11;Equipment Fault;730;730;Presence sensor;Limites nok, detecta sin pin en nido, causa scrap consecutivo 20+ piezas, se detecta cuando empieza a tirarlas en 980.
2025-09-23;REA;Actuadores;3140CA029;06:51;06:54;3;Equipment Fault;EOL;St2;Gripper NOK;Overload
2025-09-22;COVER LINE;Line 2;FORD;13:59;14:01;2;Equipment Fault;Terminal caps;ST94;Gripper;
2025-09-22;COVER LINE;Line 2;FORD;14:10;14:12;2;Equipment Fault;Terminal caps;ST95;Turntable;
2025-09-22;COVER LINE;Line 2;FORD;13:48;13:49;1;Equipment Fault;ST30 Molding;General;TBD;TERMINAL DOBLADA
2025-09-22;COVER LINE;Line 2;FORD;14:30;14:34;4;Quality;TBD;General;TBD;retiro de scrap
2025-09-22;COVER LINE;Line 2;FORD;15:32;15:45;13;Equipment Fault;Robots;R20;Motion supervision/Joint collision;collision con palet st61
2025-09-22;COVER LINE;Line 2;FORD;16:21;16:26;5;Equipment Fault;ST30 Molding;General;TBD;terminal doblada
2025-09-22;COVER LINE;Line 2;FORD;16:15;16:20;5;Quality;TBD;General;TBD;retiro de scrap en OMT
2025-09-22;COVER LINE;Line 2;FORD;17:40;18:00;20;Equipment Fault;Terminal caps;ST95;Turntable;
2025-09-22;COVER LINE;Line 2;FORD;18:15;19:00;45;Equipment Fault;Terminal caps;ST94;Bowl/lineal feeder;fork atorado
2025-09-22;COVER LINE;Line 2;FORD;19:00;20:00;60;Equipment Fault;Robots;R20;Motion supervision/Joint collision;collision con pallet st61
2025-09-22;COVER LINE;Line 2;FORD;20:17;20:30;13;Equipment Fault;Retainer;ST76;Bowl/lineal feeder;reteiner atorado en bowl
2025-09-22;COVER LINE;Line 2;FORD;21:15;21:32;17;Equipment Fault;OMT;ST4;Profilometer;
2025-09-22;COVER LINE;Line 2;FORD;23:17;23:37;20;Equipment Fault;Terminal caps;ST94;Bowl/lineal feeder;fork atorado en bowl
2025-09-23;REA;Actuadores;3140CA029;10:35;10:45;10;Equipment Fault;EOL;General;Software/PC;No continuo ciclo, stop cycle aun cuando arranca en automático línea, force start
2025-09-18;REA;Actuadores;3140CA029;20:54;21:00;6;Equipment Fault;CHW;St4;Pressor;Cambio de puntas por alto scrap
2025-09-18;REA;Actuadores;3140CA029;20:52;20:54;2;Equipment Fault;USW;St14;Lower Jig;Limpieza rebaba plastica por scrap
2025-09-18;REA;Actuadores;3140CA029;18:09;18:11;2;Equipment Fault;CHW;St4;Pressor;limpieza de puntas del pressor
2025-09-22;REA;Actuadores;3140CA028;20:50;20:54;4;Equipment Fault;USW;St14;Lower Jig;Limpieza de jig
2025-04-24;REA;Actuadores;3140CA029;06:05;06:07;2;Equipment Fault;USW;St14;Lower Jig;Se revisa jig por alto scrap usw, se hace limpieza,,,,,
2025-09-18;REA;Actuadores;3140CA029;13:29;13:32;3;Equipment Fault;Robots;R80;Gripper/tool adjustments;se coloca cinta por falta de agarre
2025-09-20;REA;Actuadores;3140CA029;07:50;07:52;2;Equipment Fault;Main conveyor;Main conveyor;Lock NOK;pallet se atora con locking de prensa 620
2025-09-22;REA;Actuadores;3140CA043;07:00;15:00;480;Quality;REA;General;Change Over;PPAP liberacion 043, fallas CAW alentan muestras, sin planos e informacion necesaria para set up alentan muestras y creacion de recetas
2025-09-23;REA;Actuadores;3140CA028;10:50;10:53;3;Equipment Fault;CAW;CPA;Feeder;crank atorado, no llega a posición.
2025-09-23;REA;Actuadores;3140CA028;10:58;11:00;2;Equipment Fault;USW;St14;Lower Jig;se limpia st14 de rebaba por alto scrap.
2025-09-23;REA;Actuadores;3140CA028;11:21;11:24;3;Equipment Fault;CAW;CPA;Feeder;crank se atora y no llega a position.
2025-09-23;REA;Actuadores;3140CA028;11:35;11:38;3;Equipment Fault;USW;St14;Lower Jig;limpieza de at14 por rebaba
2025-09-23;REA;Actuadores;3140CA028;11:40;11:41;1;Equipment Fault;731;731;Bowl/Lineal feeder;refresh
2025-09-20;REA;Actuadores;3140CA029;09:56;09:57;1;Equipment Fault;730;730;Presence sensor;se alarma y no coloca pin
2025-09-18;REA;Actuadores;3140CA029;14:40;15:00;20;Equipment Fault;CAW;CPA;SCARA;sensores fallan
2025-09-22;REA;Actuadores;3140CA029;21:50;21:53;3;Equipment Fault;620;620;Tool ;Se alarma por fuerza fuera de rango
2025-09-23;REA;Actuadores;3140CA028;10:12;10:13;1;Maintenance;CHW;Consumables;Argon;cambio tanque de argon
2025-09-23;REA;Actuadores;3140CA028;11:58;12:00;2;Equipment Fault;Main conveyor;Main conveyor;Lock NOK;pallet avanza y se atorra en locking de st915
2025-09-23;REA;Actuadores;3140CA028;10:47;10:49;2;Equipment Fault;Main conveyor;Main conveyor;Lock NOK;pallet se adelanta y queda atorado en locking
2025-09-23;REA;Actuadores;3140CA028;07:10;07:20;10;Maintenance;REA;General;Checklist;Checklist
2025-09-23;REA;Actuadores;3140CA028;13:20;13:22;2;Production;REA;General;NOK material;disecante tapando sensor de 910, no deja colocar en posición el motor.
2025-09-23;REA;Actuadores;3140CA028;07:20;07:50;30;Equipment Fault;CHW;St4;Pressor;Pressor suelto, scraps continuos
2025-09-23;REA;Actuadores;3140CA028;08:00;09:00;60;Equipment Fault;CHW;St5;Vision system;Falla sistema de vision falsos rechazos, piezas ok, se ajusta area y binarizado pin 1 y 2
2025-09-23;REA;Actuadores;3140CA028;13:33;13:35;2;Quality;Main conveyor;Main conveyor;Lock NOK;se atorra pallet en locking de st620
2025-09-23;REA;Actuadores;3140CA028;13:48;13:54;6;Maintenance;CHW;Consumables;Chip reel;cambio de chip.
2025-09-23;REA;Actuadores;3140CA028;14:02;14:03;1;Quality;CAW;General;Scrapbox full;scrapbox full
2025-09-23;REA;Actuadores;3140CA028;14:09;14:13;4;Quality;CHW;General;Scrapbox full;scrapbnox full
2025-09-23;REA;Actuadores;3140CA028;14:14;14:16;2;Equipment Fault;Main conveyor;Main conveyor;Lock NOK;pallet de atora en locking de St915.
2025-09-23;REA;Actuadores;3140CA028;14:19;14:21;2;Equipment Fault;USW;St14;Lower Jig;limpieza de rebaba en St14
2025-09-23;REA;Actuadores;3140CA028;14:33;14:35;2;Equipment Fault;Main conveyor;Main conveyor;Lock NOK;pallet se atora en locking de st915
2025-09-23;REA;Actuadores;3140CA028;14:39;14:40;1;Equipment Fault;Robots;R70;Vacuum system;vacuum off
2025-09-23;COVER LINE;Line 2;FORD;07:00;07:45;45;Maintenance;ST30 Molding;General;TBD;arranque
2025-09-23;COVER LINE;Line 2;FORD;07:48;07:50;2;Equipment Fault;Robots;R72;Incorrect pick/place;incongruencia
2025-09-23;COVER LINE;Line 2;FORD;08:10;08:12;2;Equipment Fault;Terminal caps;ST94;Bowl/lineal feeder;fork no llega aposición
2025-09-23;COVER LINE;Line 2;FORD;08:17;08:21;4;Equipment Fault;Terminal caps;ST95;Turntable;
2025-09-23;COVER LINE;Line 2;FORD;08:23;08:26;3;Equipment Fault;Terminal caps;ST94;Bowl/lineal feeder;frok no llega a posición
2025-09-23;COVER LINE;Line 2;FORD;08:33;08:53;20;Maintenance;OMT;General;TBD;descargando información
2025-09-23;COVER LINE;Line 2;FORD;08:54;08:56;2;Equipment Fault;Terminal caps;ST94;Bowl/lineal feeder;fork atorado en riel
2025-09-23;COVER LINE;Line 2;FORD;09:40;15:00;320;Equipment Fault;ST30 Molding;Injection system;Actuator;molde se abre en ciclo de inyección
2025-09-23;REA;Actuadores;3140CA028;20:35;20:38;3;Maintenance;USW;St14;Lower Jig;cambio de goma
2025-09-23;REA;Actuadores;3140CA028;21:50;21:52;2;Equipment Fault;Robots;R80;Gripper/tool adjustments;no abrio gripper 1
2025-09-23;REA;Actuadores;3140CA028;21:57;21:59;2;Equipment Fault;730;730;Tool ;collision pick pin
2025-09-23;REA;Actuadores;3140CA028;22:30;22:40;10;Equipment Fault;REA;General;Checklist;Checklist
2025-09-23;REA;Actuadores;3140CA028;22:45;22:48;3;Equipment Fault;Robots;R80;Gripper/tool adjustments;gripper no abre correctamente
2025-09-23;REA;Actuadores;3140CA028;23:03;23:07;4;Equipment Fault;620;620;Alphamatic Module;Maxima fuerza exceded
2025-09-23;REA;Actuadores;3140CA028;23:12;23:16;4;Equipment Fault;730;730;Feed piston;Colision al bajar por pin
2025-09-23;REA;Actuadores;3140CA028;00:00;00:07;7;Equipment Fault;Robots;R80;Gripper/tool adjustments;Piston de gripper con mucho juego mecanico, se hace ajuste temporal  [Paro cruza medianoche - Parte 2]
2025-09-24;REA;Actuadores;3140CA028;00:11;00:17;6;Equipment Fault;CAW;CPA;Feeder;Crank atorado
2025-09-24;REA;Actuadores;3140CA028;01:16;01:32;16;Equipment Fault;Robots;R80;Gripper/tool adjustments;Gripper muy flojo, suelta pieza al llegar a EOL y se activa el safety, se ajusta gripper, y se reinicia ciclo de eol ya que marcaba error de los jig
2025-09-24;REA;Actuadores;3140CA028;01:32;01:35;3;Maintenance;CHW;Consumables;Argon;cambio de argon
2025-09-24;REA;Actuadores;3140CA028;05:10;05:14;4;Equipment Fault;Robots;R65;Vacuum system;cambio de ventosas
2025-09-23;COVER LINE;Line 2;FORD;15:38;15:40;2;Equipment Fault;Terminal caps;ST94;Bowl/lineal feeder;fork atorado en bowl
2025-09-23;COVER LINE;Line 2;FORD;16:20;16:23;3;Equipment Fault;Terminal caps;ST94;Bowl/lineal feeder;fork atorado en riel
2025-09-23;COVER LINE;Line 2;FORD;16:48;16:50;2;Equipment Fault;Terminal caps;ST94;Bowl/lineal feeder;fork atorado en riel
2025-09-23;COVER LINE;Line 2;FORD;16:54;16:56;2;Equipment Fault;Terminal caps;ST95;Turntable;
2025-09-23;COVER LINE;Line 2;FORD;16:59;17:00;1;Equipment Fault;ST30 Molding;General;TBD;terminal doblada
2025-09-23;COVER LINE;Line 2;FORD;17:15;17:50;35;Equipment Fault;Terminal caps;ST95;Turntable;
2025-09-23;COVER LINE;Line 2;FORD;18:20;19:00;40;Equipment Fault;Terminal caps;ST94;Bowl/lineal feeder;fork atorado
2025-09-23;COVER LINE;Line 2;FORD;19:20;19:35;15;Equipment Fault;Terminal caps;ST94;Bowl/lineal feeder;fork atorado en bowl
2025-09-23;COVER LINE;Line 2;FORD;20:20;20:40;20;Equipment Fault;Lip seal;ST74;Actuator;falla de vacío
2025-09-23;COVER LINE;Line 2;FORD;21:10;21:50;40;Equipment Fault;ST30 Molding;Injection system;Actuator;
2025-09-23;COVER LINE;Line 2;FORD;22:40;23:25;45;Equipment Fault;Robots;R20;Motion supervision/Joint collision;collision con palett st61
2025-09-24;REA;Actuadores;3140CA027;22:06;22:09;3;Maintenance;CCC;Consumables;Resin;Cambio de bote resina
2025-09-24;REA;Actuadores;3140CA027;21:00;21:10;10;Maintenance;EOL;St2;Gripper NOK;Calibracion NOK
2025-09-24;REA;Actuadores;3140CA027;21:35;21:45;10;Maintenance;EOL;St4;Gripper NOK;Calibracion gripper NOK
2025-09-24;REA;Actuadores;3140CA042;17:20;17:30;10;Equipment Fault;CAW;LSW;Vision system;Ajuste sistema de vision por alto scrap
2025-09-24;REA;Actuadores;3140CA042;04:45;04:52;7;Equipment Fault;MSA;MSA;Driver;Driver alarmado
2025-09-24;REA;Actuadores;3140CA042;04:54;04:57;3;Equipment Fault;Robots;R65;Vacuum system;vacuum off
2025-09-24;REA;Actuadores;3140CA042;05:04;05:07;3;Equipment Fault;Robots;R65;Vacuum system;vacuum off
2025-09-24;REA;Actuadores;3140CA028;22:43;22:45;2;Equipment Fault;Main conveyor;Main conveyor;Inductive sensor;pallet atorado
2025-09-24;REA;Actuadores;3140CA028;22:50;22:53;3;Equipment Fault;730;730;Feed piston;Colision al bajar por pin
2025-09-24;REA;Actuadores;3140CA028;22:55;22:57;2;Equipment Fault;Robots;R80;Gripper/tool adjustments;Gripper no abre correctamente
2025-09-24;REA;Actuadores;3140CA028;23:12;23:16;4;Equipment Fault;730;730;Feed piston;Colision al bajar por pin
2025-09-24;REA;Actuadores;3140CA028;23:20;23:25;5;Equipment Fault;Robots;R80;Gripper/tool adjustments;Se pone cinta doble cara por fallo constante al abrir gripper 1
2025-09-24;REA;Actuadores;3140CA028;23:27;23:32;5;Equipment Fault;730;730;Feed piston;Colision al bajar por pin
2025-09-24;REA;Actuadores;3140CA028;23:36;23:38;2;Equipment Fault;Robots;R80;Gripper/tool adjustments;No abre gripper 1
2025-09-25;REA;Actuadores;3140CA028;00:29;00:34;5;Equipment Fault;730;730;Feed piston;Colision al bajan por pin
2025-09-25;REA;Actuadores;3140CA028;00:37;00:41;4;Equipment Fault;Main conveyor;Main conveyor;Inductive sensor;Sensor no detecta pallet
2025-09-25;REA;Actuadores;3140CA028;01:32;01:36;4;Equipment Fault;620;620;Feed piston;queda abajo por scrap
2025-09-25;REA;Actuadores;3140CA028;01:53;01:57;4;Quality;730;730;Bowl/Lineal feeder;Colision al bajar por pin
2025-09-25;REA;Actuadores;3140CA028;02:14;02:23;9;Equipment Fault;731;731;Alphamatic Module;Furza marcaba 3.3 en reposos, se revisa qur marque 0
2025-09-25;REA;Actuadores;3140CA028;03:31;03:34;3;Equipment Fault;Robots;R80;Gripper/tool adjustments;gripper no abrio
2025-09-25;REA;Actuadores;3140CA028;03:34;03:36;2;Equipment Fault;EOL;St2;CRIO NOK;overload
2025-09-25;REA;Actuadores;3140CA028;03:26;03:39;13;Equipment Fault;Robots;R80;Gripper/tool adjustments;GRIPPER 1 NO ABRIA
2025-09-25;REA;Actuadores;3140CA028;04:01;04:03;2;Equipment Fault;Robots;R80;Gripper/tool adjustments;GRIPPER NO ABRE
2025-09-25;REA;Actuadores;3140CA028;04:06;04:09;3;Equipment Fault;730;730;Bowl/Lineal feeder;COLISION AL BAJA POR PIN
2025-09-25;REA;Actuadores;3140CA028;04:09;04:11;2;Equipment Fault;Robots;R80;Gripper/tool adjustments;NO  ABRE GRIPPER
2025-09-25;REA;Actuadores;3140CA028;04:10;04:14;4;Equipment Fault;Robots;R80;Gripper/tool adjustments;cAMBIO DE CINTA POR PARO CONSTANTE QUE NO ABRIA GRIPPER
2025-09-25;REA;Actuadores;3140CA028;04:14;04:17;3;Equipment Fault;CHW;Consumables;Argon;CAMBIO DE ARGON
2025-09-25;REA;Actuadores;3140CA028;04:22;04:26;4;Quality;730;730;Bowl/Lineal feeder;COLISION AL BAJAR POR PIN
2025-09-25;REA;Actuadores;3140CA028;04:37;04:40;3;Equipment Fault;730;730;Bowl/Lineal feeder;COLISION AL BAJAR POR PIN
2025-09-25;REA;Actuadores;3140CA028;04:44;04:47;3;Equipment Fault;Robots;R80;Gripper/tool adjustments;GRIPPER NO ABRE
2025-09-25;REA;Actuadores;3140CA028;04:28;16:32;724;Equipment Fault;Main conveyor;Main conveyor;Lock NOK;pALLET ATORADO
2025-09-25;REA;Actuadores;3140CA028;05:20;05:24;4;Equipment Fault;730;730;Bowl/Lineal feeder;colision al bajar por pin
2025-09-25;REA;Actuadores;3140CA028;05:24;05:28;4;Equipment Fault;Robots;R80;Pneumatic System;Se revisa gripper por paro constante
