fecha;area;linea;pn;hora_paro;hora_arranque;diferencia_minutos;categoria;estacion;modo_falla;descripcion_modo_falla;descripcion;paro_programado;ajuste_proceso
2025-09-04;REA;Actuadores;3140CA029;11:13;11:23;10;Equipment Fault;730;730;Presence sensor;falsa deteccion de presencia por basura;no;no
2025-09-03;COVER LINE;Line 2;FORD;17:07;17:27;20;Maintenance;ST30 Molding;General;TBD;arranque;no;no
2025-09-03;COVER LINE;Line 2;FORD;17:55;18:07;12;Equipment Fault;ST30 Molding;Injection system;Actuator;;no;no
2025-09-03;COVER LINE;Line 2;FORD;19:52;19:59;7;Equipment Fault;OMT;General;PLC ;;no;no
2025-09-03;COVER LINE;Line 2;FORD;21:53;22:01;8;Equipment Fault;Robots;R10;Module error;robot alarmado por esfierzo en eje;no;no
2025-09-03;COVER LINE;Line 2;FORD;22:07;22:09;2;Equipment Fault;Terminal caps;ST94;Bowl/lineal feeder;fork atorado en bowl;no;no
2025-09-03;COVER LINE;Line 2;FORD;23:03;23:07;4;Equipment Fault;Lip seal;ST74;Actuator;falla de vacío;no;no
2025-09-04;COVER LINE;Line 2;FORD;00:05;00:11;6;Equipment Fault;Terminal caps;ST94;Bowl/lineal feeder;fork atorado en bowl;no;no
2025-09-04;COVER LINE;Line 2;FORD;00:50;00:56;6;Equipment Fault;OMT;ST7;Laser;perdida de comunicación;no;no
2025-09-04;REA;Actuadores;3140CA029;23:43;23:48;5;Equipment Fault;MSA;MSA;Sensor de presencia;No detectaba pieza y no continuaba ciclo;no;no
2025-09-04;REA;Actuadores;3140CA029;12:06;12:08;2;Equipment Fault;Main conveyor;Main conveyor;Inductive sensor;Sensor no detectaba pallet;no;no
2025-09-04;REA;Actuadores;3140CA029;12:13;12:15;2;Equipment Fault;Main conveyor;Main conveyor;Inductive sensor;Sensor no detectaba pallet;no;no
2025-09-04;REA;Actuadores;3140CA029;12:22;12:26;4;Equipment Fault;USW;St14;Lower Jig;Limpieza de jig por rebaba acumulada;no;no
2025-09-04;REA;Actuadores;3140CA029;12:35;12:37;2;Maintenance;CHW;St4;Pressor;limpieza de pressor;no;no
2025-09-04;REA;Actuadores;3140CA029;12:42;12:46;4;Equipment Fault;CHW;St5;Vision system;Se revisa sistema de vision por falso scrap en inspeccion de area;no;no
2025-09-04;REA;Actuadores;3140CA029;12:50;12:53;3;Maintenance;CHW;St2;SCARA Pick/Place;Se hace cambio de receta en scara ya que tenia de GM y se cambia rl pick place a ford;no;no
2025-09-04;REA;Actuadores;3140CA029;13:22;13:26;4;Equipment Fault;750;750;Bowl/Lineal feeder;Feed piston queda atorado con lineal feeder;no;no
2025-09-04;REA;Actuadores;3140CA029;13:26;13:29;3;Equipment Fault;Robots;R70;Incorrect pick/place;Toma de manera incorrecto pick and place;no;no
2025-09-04;REA;Actuadores;3140CA029;18:33;18:38;5;Equipment Fault;MAT;St6;Dispensation system;problemas con dispensacion se cambio grasa;no;no
2025-09-04;REA;Actuadores;3140CA029;19:19;19:24;5;Maintenance;CHW;Consumables;Chip reel;cambio de chip;no;no
2025-09-04;REA;Actuadores;3140CA029;19:50;20:00;10;Equipment Fault;CAW;CPA;SCARA;Scara no continua ciclo, se guardan logs y checklist;si;no
2025-09-04;REA;Actuadores;3140CA029;21:32;21:42;10;Equipment Fault;Robots;R75;Incorrect pick/place;Colision constante con body, tumba ojiva, se mueve offset de 2.7 a 2.4 en x en posiciones auxiliares de pick de cover para ensamblar;no;no
2025-09-04;REA;Actuadores;3140CA029;23:09;23:12;3;Maintenance;MAT;Consumables;Grease;cambio de grasa;no;no
2025-09-04;REA;Actuadores;3140CA029;23:16;23:18;2;Equipment Fault;915;915;Missing ogive;ogiva caida;no;no
2025-09-04;REA;Actuadores;3140CA029;23:25;23:27;2;Equipment Fault;915;915;Missing ogive;ogiva caide;no;no
2025-09-04;REA;Actuadores;3140CA029;23:34;23:35;1;Equipment Fault;731;731;Feed piston;reset (piston no baja );no;no
2025-09-04;REA;Actuadores;3140CA029;23:40;23:41;1;Equipment Fault;Robots;R70;Vacuum system;vacuum R70 no agarra Gear;no;no
2025-09-04;REA;Actuadores;3140CA029;23:55;23:56;1;Equipment Fault;731;731;Feed piston;reset (piston no baja);no;no
2025-09-05;REA;Actuadores;3140CA029;00:26;00:27;1;Equipment Fault;Robots;R65;Motion supervision/Joint collision;se cae gear;no;no
2025-09-05;REA;Actuadores;3140CA029;00:49;00:51;2;Equipment Fault;Conveyors;C31;Presence sensor;blister atorado en piston;no;no
2025-09-05;REA;Actuadores;3140CA029;01:12;01:14;2;Maintenance;Robots;R70;Scheduled maintenance;cambio de ventosas;no;no
2025-09-05;REA;Actuadores;3140CA029;01:39;01:41;2;Equipment Fault;MAT;St3;Feeder;tornillo atorado;no;no
2025-09-05;REA;Actuadores;3140CA029;01:50;02:00;10;Maintenance;CAW;Jig/Index;Index not in home;ajuste no llegaba a posición;no;no
2025-09-05;REA;Actuadores;3140CA029;02:10;02:15;5;Maintenance;REA;General;Checklist;checklist por 500 pzs.;si;no
2025-09-05;REA;Actuadores;3140CA029;02:38;02:40;2;Equipment Fault;Robots;R70;Motion supervision/Joint collision;se cae gear;no;no
2025-09-05;REA;Actuadores;3140CA029;03:09;03:11;2;Equipment Fault;731;731;Feed piston;piston no baja (reset);no;no
2025-09-05;REA;Actuadores;3140CA029;03:19;03:22;3;Equipment Fault;730;730;Feed piston;pin atorado en feeder;no;no
2025-09-05;REA;Actuadores;3140CA029;03:24;03:25;1;Quality;731;731;Presence sensor;pin chueco;no;no
2025-09-05;REA;Actuadores;3140CA029;03:47;03:50;3;Quality;915;915;Missing ogive;ogiva caida;no;no
2025-09-05;REA;Actuadores;3140CA029;04:10;04:12;2;Maintenance;Robots;R70;Scheduled maintenance;se cae ventosa;no;no
2025-09-05;REA;Actuadores;3140CA029;04:23;04:24;1;Equipment Fault;Robots;R65;Vacuum system;vacuum off;no;no
2025-09-05;REA;Actuadores;3140CA029;04:36;04:38;2;Equipment Fault;731;731;Presence sensor;pin chueco;no;no
2025-09-05;REA;Actuadores;3140CA029;04:44;04:46;2;Equipment Fault;Conveyors;C31;Presence sensor;blister atorado en piston;no;no
2025-09-05;REA;Actuadores;3140CA029;04:56;04:58;2;Equipment Fault;915;915;Missing ogive;se cae ogiva;no;no
2025-09-04;COVER LINE;Line 2;FORD;17:00;18:20;80;Production;TBD;General;TBD;curso NOM-011 ruiso;no;no
2025-09-05;REA;Actuadores;3140CA029;07:00;07:10;10;Equipment Fault;REA;General;Checklist;Checklist;si;no
2025-09-04;COVER LINE;Line 2;FORD;18:20;18:30;10;Maintenance;ST30 Molding;General;TBD;arranque;no;no
2025-09-04;COVER LINE;Line 2;FORD;19:05;19:13;8;Equipment Fault;ST30 Molding;Injection system;Actuator;;no;no
2025-09-04;COVER LINE;Line 2;FORD;19:42;19:46;4;Equipment Fault;Terminal caps;ST94;Bowl/lineal feeder;fork atorado en bowl;no;no
2025-09-04;COVER LINE;Line 2;FORD;20:07;20:11;4;Equipment Fault;Terminal caps;ST95;Turntable;;no;no
2025-09-04;COVER LINE;Line 2;FORD;20:19;20:22;3;Equipment Fault;Terminal caps;ST94;Bowl/lineal feeder;fork atorado en bowl;no;no
2025-09-04;COVER LINE;Line 2;FORD;22:20;22:29;9;Equipment Fault;Terminal caps;ST94;Bowl/lineal feeder;fork atorado en bowl;no;no
2025-09-05;COVER LINE;Line 2;FORD;00:07;12:37;750;Equipment Fault;Terminal caps;ST94;Bowl/lineal feeder;fork atorado en bowl;no;no
2025-09-05;REA;Actuadores;3140CA029;07:12;07:18;6;Equipment Fault;Robots;R70;Motion supervision/Joint collision;Se revisa robot por colision al ensamblar cover, la condicion era que colisionaba con una esquina del body;no;no
2025-09-05;REA;Actuadores;3140CA029;07:21;07:25;4;Equipment Fault;CCC;General;PLC ;No gira completamenta la mesa, se gira manual hasta llegar a posicion correcta;no;no
2025-09-05;REA;Actuadores;3140CA029;07:27;07:31;4;Equipment Fault;Main conveyor;Main conveyor;RFID Reader;Se saca pallet ya que ocasionaba problemas en st 731 en repetidas ocasiones;no;no
2025-09-05;REA;Actuadores;3140CA029;07:46;07:48;2;Equipment Fault;Robots;R70;Vacuum system;vacuum off;no;no
2025-09-05;REA;Actuadores;3140CA029;07:48;07:56;8;Production;REA;General;Scheduled production stop;Rework en leak test;no;no
2025-09-05;REA;Actuadores;3140CA029;08:04;08:09;5;Equipment Fault;620;620;Bowl/Lineal feeder;Piston lineal no abria correctamente ya que se atoraba con la punta de inseccion de prensa;no;no
2025-09-05;REA;Actuadores;3140CA029;08:14;08:18;4;Equipment Fault;Main conveyor;Main conveyor;Inductive sensor;Sensor no detectaba pallet en st 731;no;no
2025-09-05;REA;Actuadores;3140CA029;09:32;09:40;8;Equipment Fault;CAW;Jig/Index;Blade orienter actuator;tornillo de blade ocasionaba que se atorara el piston y no tenia avance de carrera;no;no
2025-09-05;REA;Actuadores;3140CA029;10:15;10:20;5;Equipment Fault;731;731;Bowl/Lineal feeder;Lineal feeder sale cuando piston de prensa esta abajo, causando colision;no;no
2025-09-05;REA;Actuadores;3140CA029;23:40;23:46;6;Maintenance;REA;General;Checklist;checklist 500 pz;si;no
2025-09-05;REA;Actuadores;3140CA029;11:46;12:02;16;Maintenance;USW;SCARA;Pick/Place;Se revisa pick and place de robot scara por mal agarre de actuador;no;no
2025-09-05;REA;Actuadores;3140CA029;12:30;12:32;2;Equipment Fault;915;915;Missing ogive;se cae ojiva;no;no
2025-09-05;REA;Actuadores;3140CA029;13:54;13:59;5;Maintenance;CHW;Consumables;Chip reel;Cambio de chip;no;no
2025-09-05;REA;Actuadores;3140CA029;15:00;15:02;2;Equipment Fault;915;915;Dart sensor;ogiva caida;no;no
2025-09-05;REA;Actuadores;3140CA029;15:20;15:22;2;Maintenance;Robots;R75;Gripper/tool adjustments;cambio de cinta en gripper;no;no
2025-09-05;REA;Actuadores;3140CA029;15:33;15:38;5;Maintenance;CCC;Consumables;Resin;relleno de recina;no;no
2025-09-05;REA;Actuadores;3140CA029;15:38;15:39;1;Maintenance;CHW;St4;Pressor;limpieza de pines;no;no
2025-09-05;REA;Actuadores;3140CA029;15:49;15:50;1;Equipment Fault;915;915;Dart sensor;ogiva caida;no;no
2025-09-05;REA;Actuadores;3140CA029;18:17;18:19;2;Maintenance;MAT;Consumables;Grease;cambio de grasa;no;no
2025-09-05;REA;Actuadores;3140CA029;21:50;22:18;28;Equipment Fault;MAT;St6;Grease sensor;Driver falla en cada pieza, causa scraps y no continua ciclo, se pierde logica robot, Pallet mat y mat;no;no
2025-09-05;REA;Actuadores;3140CA029;22:18;22:30;12;Equipment Fault;CAW;CPA;SCARA;No continua ciclo 2 veces seguidas, checklist;si;no
2025-09-05;REA;Actuadores;3140CA029;19:19;19:58;39;Equipment Fault;Robots;R75;Incorrect pick/place;colision constante con body, se ajusta pick de cover y posiciones auxiliares, gripper nok de ojiva, se ajusta posicion tambien;no;no
2025-09-05;REA;Actuadores;3140CA029;22:35;22:40;5;Equipment Fault;MAT;St6;Grease sensor;se alarma st6;no;no
2025-09-05;REA;Actuadores;3140CA029;22:44;22:48;4;Equipment Fault;MAT;St6;Grease sensor;se alarma st6;no;no
2025-09-05;REA;Actuadores;3140CA029;22:50;23:15;25;Maintenance;MAT;St6;Grease sensor;ajuste en st6 por alarma de grasa;no;no
2025-09-05;REA;Actuadores;3140CA029;23:18;23:20;2;Equipment Fault;Robots;R70;Vacuum system;vaccum off;no;no
2025-09-05;REA;Actuadores;3140CA029;23:38;23:40;2;Equipment Fault;Conveyors;C36;Presence sensor;blister atorado;no;no
2025-09-05;REA;Actuadores;3140CA029;23:47;23:48;1;Equipment Fault;Robots;R65;Motion supervision/Joint collision;no coloca Gear en posicion;no;no
2025-09-05;REA;Actuadores;3140CA029;23:52;23:57;5;Equipment Fault;731;731;Feed piston;reset (no baja piston);no;no
2025-09-05;REA;Actuadores;3140CA029;23:56;23:57;1;Equipment Fault;Robots;R70;Vacuum system;vacuum off;no;no
2025-09-06;REA;Actuadores;3140CA029;00:34;00:36;2;Equipment Fault;Conveyors;C31;Presence sensor;blister atorado;no;no
2025-09-06;REA;Actuadores;3140CA029;01:26;01:32;6;Equipment Fault;MSA;General;Electrical system;falla de MSA se resetea ciclo;no;no
2025-09-06;REA;Actuadores;3140CA029;01:40;01:42;2;Equipment Fault;731;731;Presence sensor;pin chueco;no;no
2025-09-06;REA;Actuadores;3140CA029;01:49;01:50;1;Equipment Fault;Robots;R80;Gripper/tool adjustments;no abre gripper 1;no;no
2025-09-06;REA;Actuadores;3140CA029;02:10;02:13;3;Maintenance;CHW;Consumables;Argon;cambio de argon;no;no
2025-09-06;REA;Actuadores;3140CA029;02:26;02:36;10;Equipment Fault;MAT;St6;Grease sensor;falla se activa alarma de st6;no;no
2025-09-06;REA;Actuadores;3140CA029;02:48;02:49;1;Maintenance;Robots;R70;Vacuum system;cambio de ventosas;no;no
2025-09-06;REA;Actuadores;3140CA029;02:54;02:56;2;Equipment Fault;Robots;R80;Gripper/tool adjustments;no abre gripper 1;no;no
2025-09-06;REA;Actuadores;3140CA029;03:26;03:28;2;Equipment Fault;731;731;Presence sensor;doble pin;no;no
2025-09-06;REA;Actuadores;3140CA029;03:45;03:46;1;Equipment Fault;Robots;R65;Motion supervision/Joint collision;no coloca gear;no;no
2025-09-06;REA;Actuadores;3140CA029;04:14;04:16;2;Equipment Fault;CHW;St2;SCARA Pick/Place;chip atorado;no;no
2025-09-06;REA;Actuadores;3140CA029;04:27;04:29;2;Production;Conveyors;C31;Presence sensor;blister al revés;no;no
2025-09-06;REA;Actuadores;3140CA029;04:36;04:38;2;Production;Conveyors;General;NOK material;motor invertido;no;no
2025-09-06;REA;Actuadores;3140CA029;04:43;04:44;1;Equipment Fault;Robots;R75;Motion supervision/Joint collision;no coloca cover;no;no
2025-09-06;REA;Actuadores;3140CA029;04:51;04:52;1;Equipment Fault;Robots;R65;Motion supervision/Joint collision;no coloca gear;no;no
2025-09-06;REA;Actuadores;3140CA029;03:30;03:35;5;Maintenance;REA;General;Checklist;checklist 500 pz.;si;no
2025-09-06;REA;Actuadores;3140CA029;05:20;05:21;1;Equipment Fault;Robots;R70;Vacuum system;vacuum off;no;no
2025-09-06;REA;Actuadores;3140CA029;05:28;05:30;2;Equipment Fault;731;731;Feed piston;piston no baja;no;no
2025-09-06;REA;Actuadores;3140CA029;05:36;05:38;2;Equipment Fault;620;620;Feed piston;se queda poniendo balero;no;no
2025-09-06;REA;Actuadores;3140CA029;05:44;05:46;2;Equipment Fault;Robots;R80;Gripper/tool adjustments;no abre gripper 1;no;no
2025-09-06;REA;Actuadores;3140CA029;05:51;05:52;1;Equipment Fault;Robots;R75;Motion supervision/Joint collision;no coloca cover;no;no
2025-09-06;REA;Actuadores;3140CA029;07:05;07:15;10;Equipment Fault;REA;General;Checklist;Checklist;si;no
2025-09-06;REA;Actuadores;3140CA029;07:16;07:26;10;Equipment Fault;REA;General;Scheduled production stop;Rework en leak test;no;no
2025-09-06;REA;Actuadores;3140CA029;08:27;09:40;73;Equipment Fault;MAT;St6;Dispensation system;Driver se alarmaba y aparte dispensaba mucha grasa en una sola terminal, se limpia exceso de grasa;no;no
2025-09-03;REA;Actuadores;3140CA029;07:00;13:53;413;Maintenance;REA;General;Scheduled maintenance;Cambio de sonotrodo, alinacion, nivelacion, encontrar parametros de funcionamiento, pruebas.;no;no
Durante el proceso se detectan condiciones en branson como fuga interna de aire, y parte mecanica bloqueada (oxido) que se atienden para correcto funcionamiento.;No;No
2025-09-03;REA;Actuadores;3140CA029;14:50;14:55;5;Equipment Fault;REA;General;Pneumatic System;Compresor alarmado;no;no
2025-09-06;REA;Actuadores;3140CA029;15:40;15:43;3;Equipment Fault;915;915;Missing ogive;Cae ojiva, se encuentra a un lado del conveyor;no;no
2025-09-06;REA;Actuadores;3140CA029;16:17;16:24;7;Equipment Fault;MSA;MSA;Sensor de presencia;No llega a posicion home, se requiere entrar a la linea y resetear manual;no;no
2025-09-06;REA;Actuadores;3140CA029;20:08;20:11;3;Maintenance;CHW;Consumables;Argon;cambio de tanque;no;no
2025-09-06;REA;Actuadores;3140CA029;20:40;20:45;5;Equipment Fault;Robots;R65;Motion supervision/Joint collision;2 colisiones, al colocar gear, desconocida causa de fallo, al colocar magnet por pallet avanzado;no;no
2025-09-06;REA;Actuadores;3140CA029;20:56;20:57;1;Equipment Fault;Robots;R65;Vacuum system;vacuum off;no;no
2025-09-06;REA;Actuadores;3140CA029;17:08;18:15;67;Equipment Fault;Main conveyor;Main conveyor;Lock NOK;Tornilleria nok, no reemplazada, balero lineal dañado, en espera de spare parts, fixture atorado y tornillos capados, proceso de desensamble y ensamble tardado, sin tecnico de apoyo;no;no
2025-09-06;REA;Actuadores;3140CA029;18:21;19:22;61;Equipment Fault;REA;General;PLC ;perdida de lógica 915, despues de manifold no funcionando por master alarmado, restaurar logica tardado, en un principio se revisó electrovalvula, proceso tardado por falta de soporte de tecnico, entrar y salir de la linea, manipular robot;no;no
2025-09-08;REA;Actuadores;3140CA029;07:00;08:52;112;Quality;REA;General;SOP;Liberacion de soldadura;no;no
2025-09-08;REA;Actuadores;3140CA029;09:05;09:08;3;Equipment Fault;Robots;R65;Vacuum system;Se cambian ventosas por falla constante de vacuum off;no;no
2025-09-08;REA;Actuadores;3140CA029;09:50;09:52;2;Equipment Fault;Robots;R80;Gripper/tool adjustments;Gripper no abre correctamente al tirar scrap;no;no
2025-09-08;REA;Actuadores;3140CA029;10:26;10:28;2;Equipment Fault;Robots;R65;Vacuum system;Vacuum off;no;no
2025-09-08;REA;Actuadores;3140CA029;10:54;10:56;2;Equipment Fault;Robots;R65;Vacuum system;Vacuum off;no;no
2025-09-08;REA;Actuadores;3140CA029;23:29;23:33;4;Equipment Fault;CAW;LSW;Pressor;Se hace limpieza de pressor porque sistema de vision detectaba nok la soldadura por humos;no;no
2025-09-08;REA;Actuadores;3140CA029;23:45;23:55;10;Equipment Fault;CAW;Jig/Index;Index not in home;Falla constante al insertar crank. se gira a posicion la mesa, tambien se mandan a liberar centrado de soldadura;no;no
2025-09-08;REA;Actuadores;3140CA029;11:55;12:02;7;Equipment Fault;EOL;General;Safety system;Se alarma cortina a medio proceso de pruebas de eol, queda pieza en st 6 a medio grabado;no;no
2025-09-08;REA;Actuadores;3140CA029;12:15;12:25;10;Equipment Fault;CAW;General;Software/PC;Sistema no responde, se ocupa reiniciar aplicacion;no;no
2025-09-08;REA;Actuadores;3140CA029;13:32;13:42;10;Equipment Fault;CAW;General;Software/PC;Caw se queda parada en medio ciclo, se guardan los datos de log y se vuelve a inciar;no;no
2025-09-08;REA;Actuadores;3140CA029;12:47;12:57;10;Equipment Fault;CAW;General;Software/PC;Se queda a medio ciclo sin continuar secuencia, sin alarmas, se guardan datos de log, y se vuelve a iniciar;no;no
2025-09-08;REA;Actuadores;3140CA029;12:57;13:02;5;Production;Robots;R38;Motion supervision/Joint collision;Piezas de blister mal acomodadas;no;no
2025-09-08;REA;Actuadores;3140CA029;13:23;13:26;3;Equipment Fault;915;915;Missing ogive;Se cae ojiva;no;no
2025-09-08;REA;Actuadores;3140CA029;13:36;13:40;4;Equipment Fault;MSA;MSA;Driver;No continuaba ciclo porque no estaba en home, se pone reset y se incia ciclo;no;no
2025-09-08;REA;Actuadores;3140CA029;13:43;13:46;3;Equipment Fault;USW;St14;Lower Jig;Se limpia jig de leak test por rebaba acumulada;no;no
2025-09-08;REA;Actuadores;3140CA029;15:20;15:23;3;Equipment Fault;730;730;Feed piston;no termina ciclo;no;no
2025-09-08;REA;Actuadores;3140CA029;15:27;15:28;1;Equipment Fault;Robots;R80;Gripper/tool adjustments;gripper 1 no abre;no;no
2025-09-08;REA;Actuadores;3140CA029;15:31;15:33;2;Equipment Fault;Main conveyor;Main conveyor;Lock NOK;pallet atorado en locking;no;no
2025-09-08;REA;Actuadores;3140CA029;15:39;15:44;5;Maintenance;CHW;Consumables;Chip reel;cambio de chip;no;no
2025-09-08;REA;Actuadores;3140CA029;15:45;15:47;2;Maintenance;USW;St14;Lower Jig;limpieza de jig por alto scrap;no;no
2025-09-08;REA;Actuadores;3140CA029;15:54;15:55;1;Equipment Fault;Robots;R80;Gripper/tool adjustments;gripper 1 no abre;no;no
2025-09-08;REA;Actuadores;3140CA029;16:06;16:08;2;Equipment Fault;Main conveyor;Main conveyor;Lock NOK;pallet atorado en locking;no;no
2025-09-08;REA;Actuadores;3140CA029;16:16;16:17;1;Equipment Fault;731;731;Presence sensor;pin chueco;no;no
2025-09-08;REA;Actuadores;3140CA029;16:55;16:57;2;Equipment Fault;915;915;Dart sensor;ogiva se cae;no;no
2025-09-08;REA;Actuadores;3140CA029;17:30;17:32;2;Maintenance;USW;St14;Lower Jig;limpieza st14;no;no
2025-09-08;REA;Actuadores;3140CA029;17:49;17:51;2;Equipment Fault;915;915;Dart sensor;ogiva caida;no;no
2025-09-08;REA;Actuadores;3140CA029;22:33;22:35;2;Equipment Fault;Robots;R65;Motion supervision/Joint collision;colisión con pallet;no;no
2025-09-08;REA;Actuadores;3140CA029;22:46;22:54;8;Maintenance;REA;General;Checklist;checklist inicio de turno;si;no
2025-09-08;REA;Actuadores;3140CA029;23:13;23:16;3;Equipment Fault;CAW;Jig/Index;Index not in home;mal insercion de crank;no;no
2025-09-09;REA;Actuadores;3140CA029;23:42;23:59;18;Equipment Fault;Robots;R80;Electrical system;sensor dañado gripper 1 (se remplazo) [Paro cruza medianoche - Parte 1];no;no
2025-09-09;REA;Actuadores;3140CA029;00:00;00:10;10;Equipment Fault;Robots;R80;Electrical system;sensor dañado gripper 1 (se remplazo) [Paro cruza medianoche - Parte 2];no;no
2025-09-09;REA;Actuadores;3140CA029;00:30;00:32;2;Equipment Fault;Robots;R70;Vacuum system;ventosas dañadas;no;no
2025-09-09;REA;Actuadores;3140CA029;01:08;01:10;2;Equipment Fault;USW;St14;Lower Jig;residuos de plastico en goma de jig;no;no
2025-09-09;REA;Actuadores;3140CA029;03:30;03:32;2;Equipment Fault;Robots;R65;Motion supervision/Joint collision;collision con pallet;no;no
2025-09-09;REA;Actuadores;3140CA029;04:17;04:20;3;Maintenance;CCC;Consumables;Resin;cambio de resina;no;no
2025-09-09;REA;Actuadores;3140CA029;04:52;04:54;2;Equipment Fault;Robots;R65;Motion supervision/Joint collision;collision con pallet;no;no
2025-09-09;REA;Actuadores;3140CA029;05:47;05:49;2;Equipment Fault;Robots;R33;Motion supervision/Joint collision;motion supervision al entrar a CHW;no;no
2025-09-09;REA;Actuadores;3140CA029;06:46;06:48;2;Production;Robots;R33;Motion supervision/Joint collision;motion supervision por blister posicion nok;no;no
2025-09-08;REA;Actuadores;3140CA029;07:00;07:10;10;Equipment Fault;REA;General;Checklist;Checklist diario;si;no
2025-09-08;REA;Actuadores;3140CA029;07:10;07:20;10;Quality;REA;General;Scheduled production stop;En espera de calidad mande rework de leak test;no;no
2025-09-08;REA;Actuadores;3140CA029;07:20;07:28;8;Quality;REA;General;Scheduled production stop;Rework leak test;no;no
2025-09-08;REA;Actuadores;3140CA029;08:31;08:34;3;Equipment Fault;Robots;R70;Vacuum system;Vacuum off;no;no
2025-09-08;REA;Actuadores;3140CA029;08:45;08:49;4;Equipment Fault;Main conveyor;Main conveyor;Inductive sensor;Sensor no detecta pallet y se adelanta de estacion provocando colision con r60;no;no
2025-09-08;REA;Actuadores;3140CA029;09:10;09:16;6;Equipment Fault;CHW;Consumables;Chip reel;Cambio de chip;no;no
2025-09-08;REA;Actuadores;3140CA029;09:25;09:30;5;Equipment Fault;MSA;MSA;Sensor de presencia;No detectaba que estaba en home, se reincia ciclo;no;no
2025-09-08;REA;Actuadores;3140CA029;09:30;09:33;3;Maintenance;CHW;Consumables;Argon;Cambio de argon;no;no
2025-09-08;REA;Actuadores;3140CA029;10:51;10:55;4;Equipment Fault;Main conveyor;Main conveyor;Inductive sensor;Sensor no detecta pallet y causa colision;no;no
2025-09-08;REA;Actuadores;3140CA029;11:25;11:30;5;Equipment Fault;CHW;St4;Pressor;Se realiza limpieza de pressor por scrap;no;no
2025-09-08;REA;Actuadores;3140CA029;11:30;11:33;3;Equipment Fault;Main conveyor;Main conveyor;Inductive sensor;Sensor no detecta pallet y avanza a siguiente estacion causando acumulacion de pallet en una sola estacion;no;no
2025-09-08;REA;Actuadores;3140CA029;11:41;11:43;2;Equipment Fault;Robots;R70;Vacuum system;Vacuum off;no;no
2025-09-08;REA;Actuadores;3140CA029;12:50;12:53;3;Equipment Fault;CHW;St4;Pressor;Limpieza de pressor;no;no
2025-09-09;REA;Actuadores;3140CA029;13:25;13:27;2;Equipment Fault;Robots;R80;Gripper/tool adjustments;Gripper atorado;no;no
2025-09-08;REA;Actuadores;3140CA029;14:24;14:27;3;Equipment Fault;Main conveyor;Main conveyor;Inductive sensor;Sensor no detecta pallete y avanza causando acumulacion de pallets y causa colision con r60;no;no
2025-09-08;REA;Actuadores;3140CA029;18:09;18:10;1;Equipment Fault;731;731;Tool ;doble pin;no;no
2025-09-08;REA;Actuadores;3140CA029;18:37;18:39;2;Equipment Fault;Robots;R80;Gripper/tool adjustments;gripper 1 no abre;no;no
2025-09-08;REA;Actuadores;3140CA029;19:13;19:15;2;Equipment Fault;Main conveyor;Main conveyor;Lock NOK;pallet atorado en locking;no;no
2025-09-08;REA;Actuadores;3140CA029;19:32;19:35;3;Equipment Fault;620;620;Feed piston;no termina ciclo;no;no
2025-09-08;REA;Actuadores;3140CA029;19:47;19:48;1;Equipment Fault;Robots;R80;Gripper/tool adjustments;gripper 1 no abre;no;no
2025-09-08;REA;Actuadores;3140CA029;19:55;19:57;2;Maintenance;MAT;Consumables;Grease;cambio de grasa;no;no
2025-09-08;REA;Actuadores;3140CA029;20:00;20:32;32;Maintenance;REA;General;Change Over;paro por horario de cena;no;no
2025-09-08;REA;Actuadores;3140CA029;20:39;20:41;2;Equipment Fault;Robots;R65;Motion supervision/Joint collision;se queda atorado;no;no
2025-09-08;REA;Actuadores;3140CA029;20:44;20:46;2;Equipment Fault;731;731;Presence sensor;pin chueco;no;no
2025-09-08;REA;Actuadores;3140CA029;20:57;20:59;2;Production;Conveyors;C31;Actuator NOK;blister al revés;no;no
2025-09-09;REA;Actuadores;3140CA029;15:09;15:11;2;Equipment Fault;731;731;Bowl/Lineal feeder;pin atorado;no;no
2025-09-09;REA;Actuadores;3140CA029;15:24;15:27;3;Equipment Fault;CHW;St3;Thermodo;se alarma por temperatura;no;no
2025-09-09;REA;Actuadores;3140CA029;15:38;15:40;2;Equipment Fault;Robots;R70;Vacuum system;vacuum off;no;no
2025-09-09;REA;Actuadores;3140CA029;15:46;15:48;2;Equipment Fault;Robots;R80;Motion supervision/Joint collision;R80 golpea caja de scrap;no;no
2025-09-09;REA;Actuadores;3140CA029;15:56;15:57;1;Equipment Fault;Main conveyor;Main conveyor;Lock NOK;reset par aque abra lockings;no;no
2025-09-09;REA;Actuadores;3140CA029;16:04;16:16;12;Equipment Fault;Main conveyor;General;Electrical system;sensor fuera de posición y no deja avanzar;no;no
2025-09-09;REA;Actuadores;3140CA029;16:18;16:25;7;Equipment Fault;915;915;Dart sensor;estaba fuera de posición y no dejaba avanzar;no;no
2025-09-09;REA;Actuadores;3140CA029;16:30;16:33;3;Equipment Fault;Robots;R65;Motion supervision/Joint collision;golpeo pallet y se alarmo;no;no
2025-09-09;REA;Actuadores;3140CA029;22:35;22:45;10;Maintenance;REA;General;Checklist;checklist inicio de turno;si;no
2025-09-09;REA;Actuadores;3140CA029;23:34;23:36;2;Equipment Fault;Robots;R65;Motion supervision/Joint collision;collision con pallet;no;no
